,"episode","week","Total_hosp","new_hosp","new_deaths","H_term","D_term","Lockdown_term","reward","action","delta","k0","error","initial_stage"
3864,644,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,88,0,0,"False","bad"
3865,644,12,167631.713968351,21213.8458374937,21500.2644121293,106069.229187468,21500.2644121293,179.847170243919,-127749.340769842,1,0,0.1,"False","bad"
3866,644,14,85466.3368774565,3606.04408447088,4223.55523672529,18030.2204223544,4223.55523672529,150.109537508898,-22403.8851965886,39,0.3,0.6,"False","bad"
3867,644,16,43160.6659026366,425.900969353721,720.314877259935,2129.50484676861,720.314877259935,182.564160287798,-3032.38388431634,0,0,0,"False","bad"
3868,644,18,21823.943221147,110.626262928499,126.161794420494,553.131314642494,126.161794420494,247.610867237535,-926.903976300523,70,0.6,0.4,"False","bad"
3869,644,20,11025.5586333503,18.4535310837426,23.5687114111146,92.267655418713,23.5687114111146,188.096407569247,-303.932774399074,0,0,0,"False","bad"
3870,645,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,8,0,0,"False","bad"
3871,645,12,168007.456378352,21807.2709850729,21545.364410507,109036.354925364,21545.364410507,165.967418443453,-130747.686754315,0,0,0,"False","bad"
3872,645,14,85579.6120818529,3537.67971334262,4313.37861967158,17688.3985667131,4313.37861967158,179.030684579858,-22180.8078709645,87,0.7,1,"False","bad"
3873,645,16,43112.4830235721,246.124894489089,664.235901650699,1230.62447244544,664.235901650699,182.564160287798,-2077.42453438394,0,0,0,"False","bad"
3874,645,18,21777.2291690633,64.7001946588854,101.708630858752,323.500973294427,101.708630858752,276.986555370866,-702.196159524046,72,0.6,0.6,"False","bad"
3875,645,20,10998.0144747217,8.49266753064437,16.2044227156099,42.4633376532218,16.2044227156099,188.096407569247,-246.764167938078,0,0,0,"False","bad"
3876,646,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,73,0,0,"False","good"
3877,646,12,77.2981679824308,109.889241620155,12.3168196794996,109.889241620155,12.3168196794996,276.612364072422,-398.818425372076,0,0,0,"False","good"
3878,646,14,205.764688962597,269.338004705781,38.0731766499923,269.338004705781,38.0731766499923,352.035060995488,-659.446242351262,69,0.6,0.3,"False","good"
3879,646,16,293.879528210956,335.719525065954,56.7208629234421,335.719525065954,56.7208629234421,276.612364072422,-669.052752061818,0,0,0,"False","good"
3880,646,18,527.666173153864,616.706069600031,99.398067222138,616.706069600031,99.398067222138,396.010584138555,-1112.11472096072,49,0.4,0.5,"False","good"
3881,646,20,710.356945734996,785.21139466336,121.303788354819,785.21139466336,121.303788354819,271.080116790973,-1177.59529980915,0,0,0,"False","good"
3882,647,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,73,0,0,"False","good"
3883,647,12,69.7823411959266,95.4471166374927,11.8525225507656,95.4471166374927,11.8525225507656,299.745283739865,-407.044922928123,1,0,0.1,"False","good"
3884,647,14,133.623618147759,159.248827666893,26.7280979783889,159.248827666893,26.7280979783889,416.970937524716,-602.947863169998,39,0.3,0.6,"False","good"
3885,647,16,145.952054392211,136.744315530386,26.7748830089252,136.744315530386,26.7748830089252,323.138937079708,-486.65813561902,2,0,0.2,"False","good"
3886,647,18,151.053094228162,128.165948064316,30.4023896735304,128.165948064316,30.4023896735304,474.548565855253,-633.116903593099,20,0.1,0.9,"False","good"
3887,647,20,116.774654627053,74.8727748735163,15.8543442163478,74.8727748735163,15.8543442163478,276.612364072422,-367.339483162286,0,0,0,"False","good"
3888,648,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,73,0,0,"False","bad"
3889,648,12,167631.713968351,21213.8458374937,21500.2644121293,106069.229187468,21500.2644121293,179.847170243919,-127749.340769842,1,0,0.1,"False","bad"
3890,648,14,85393.1124016948,3493.36827818523,4212.58399633699,17466.8413909262,4212.58399633699,157.652075922557,-21837.0774631857,40,0.3,0.7,"False","bad"
3891,648,16,43092.6981466229,368.481849086674,696.108461259599,1842.40924543337,696.108461259599,182.564160287798,-2721.08186698077,0,0,0,"False","bad"
3892,648,18,21799.680311047,122.902778888298,119.77435734471,614.513894441492,119.77435734471,183.792461815191,-918.080713601392,22,0.2,0,"False","bad"
3893,648,20,11026.2852197915,39.393335812754,27.8678714311791,196.96667906377,27.8678714311791,219.734477214202,-444.569027709151,2,0,0.2,"False","bad"
3894,649,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,109,0,0,"False","med"
3895,649,12,154338.562012018,203773.310399508,29129.0966001093,1018866.55199754,29129.0966001093,179.847170243919,-1048175.4957679,1,0,0.1,"False","med"
3896,649,14,188925.506030894,185476.684206651,42459.6162368987,927383.421033257,42459.6162368987,181.52525567625,-970024.562525832,34,0.3,0.1,"False","med"
3897,649,16,124123.035891424,56192.4853097918,28103.6031458901,280962.426548959,28103.6031458901,297.881638405519,-309363.911333255,76,0.6,1,"False","med"
3898,649,18,64729.0365378262,6973.53101216224,6445.02312920772,34867.6550608112,6445.02312920772,165.967418443453,-41478.6456084623,0,0,0,"False","med"
3899,649,20,35569.4924300842,5302.59855948084,1929.65031600725,26512.9927974042,1929.65031600725,196.144229148986,-28638.7873425604,5,0,0.5,"False","med"
3900,650,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,51,0,0,"False","med"
3901,650,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
3902,650,14,156770.206087947,140148.992723724,36140.5428499572,700744.963618618,36140.5428499572,222.354496124216,-737107.8609647,15,0.1,0.4,"False","med"
3903,650,16,113074.309503844,61772.6274076175,21386.5724438054,308863.137038088,21386.5724438054,193.883362247825,-330443.592844141,2,0,0.2,"False","med"
3904,650,18,70782.2053383495,25437.0620030027,10574.6375299965,127185.310015013,10574.6375299965,272.989425732202,-138032.936970742,8,0,0.8,"False","med"
3905,650,20,38296.0658182768,5632.18113402075,3226.96955728858,28160.9056701037,3226.96955728858,116.330017348695,-31504.205244741,2,0,0.2,"False","med"
3906,651,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,5,0,0,"False","med"
3907,651,12,154338.562012018,203773.310399508,29129.0966001093,1018866.55199754,29129.0966001093,179.847170243919,-1048175.4957679,1,0,0.1,"False","med"
3908,651,14,183557.076453031,176707.818441548,41871.3548546309,883539.092207738,41871.3548546309,195.561447680156,-925606.008510049,35,0.3,0.2,"False","med"
3909,651,16,140624.38900838,86781.324258242,28433.692885802,433906.62129121,28433.692885802,165.967418443453,-462506.281595455,0,0,0,"False","med"
3910,651,18,98054.8795243022,47995.9082538169,16127.2387388006,239979.541269085,16127.2387388006,224.032581556547,-256330.812589442,48,0.4,0.4,"False","med"
3911,651,20,58044.7056800963,16685.1095291615,7093.25614992145,83425.5476458073,7093.25614992145,165.967418443453,-90684.7712141722,0,0,0,"False","med"
3912,652,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,43,0,0,"False","good"
3913,652,12,42.886412909084,47.4128057032173,9.89800482353036,47.4128057032173,9.89800482353036,416.970937524716,-474.281748051464,39,0.3,0.6,"False","good"
3914,652,14,50.9452699211703,52.1333789632834,8.51375202316565,52.1333789632834,8.51375202316565,276.612364072422,-337.259495058871,0,0,0,"False","good"
3915,652,16,119.177056476136,154.953442350416,18.5644794216957,154.953442350416,18.5644794216957,325,-498.517921772112,24,0.2,0.2,"False","good"
3916,652,18,265.707887148943,351.87164173078,43.6787002726513,351.87164173078,43.6787002726513,299.745283739865,-695.295625743296,1,0,0.1,"False","good"
3917,652,20,421.722181718274,466.997425024844,89.9641170809852,466.997425024844,89.9641170809852,454.982376220336,-1011.94391832617,8,0,0.8,"False","good"
3918,653,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,43,0,0,"False","good"
3919,653,12,77.2981679824308,109.889241620155,12.3168196794996,109.889241620155,12.3168196794996,276.612364072422,-398.818425372076,0,0,0,"False","good"
3920,653,14,192.742618865763,247.720794431101,36.6232965596346,247.720794431101,36.6232965596346,375.167980662932,-659.512071653667,70,0.6,0.4,"False","good"
3921,653,16,256.688621414044,282.613089379459,48.6225461977681,282.613089379459,48.6225461977681,276.612364072422,-607.847999649649,0,0,0,"False","good"
3922,653,18,372.453307186935,394.735574329446,75.3135845181962,394.735574329446,75.3135845181962,454.982376220336,-925.031535067978,8,0,0.8,"False","good"
3923,653,20,295.042461848975,189.179595119132,51.5086876337187,189.179595119132,51.5086876337187,369.665510086995,-610.353792839846,4,0,0.4,"False","good"
3924,654,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,43,0,0,"False","med"
3925,654,12,138456.607236705,176854.587939799,27792.6743508408,884272.939698997,27792.6743508408,207.919554251731,-912273.533604089,3,0,0.3,"False","med"
3926,654,14,144922.406989646,127598.762419106,32289.4461874668,637993.812095532,32289.4461874668,207.919554251731,-670491.17783725,3,0,0.3,"False","med"
3927,654,16,115857.313395924,75020.5591649876,21717.9541253105,375102.795824938,21717.9541253105,193.883362247825,-397014.633312496,2,0,0.2,"False","med"
3928,654,18,75113.6223088711,30603.1164467395,12552.8989471304,153015.582233697,12552.8989471304,284.173949441133,-165852.655130269,9,0,0.9,"False","med"
3929,654,20,40113.5328817233,5287.26217009392,3562.05278053204,26436.3108504696,3562.05278053204,116.330017348695,-30114.6936483503,2,0,0.2,"False","med"
3930,655,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,96,0,0,"False","med"
3931,655,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
3932,655,14,151695.28715446,131912.459541043,35595.9354560282,659562.297705213,35595.9354560282,235.928265050802,-695394.161426292,16,0.1,0.5,"False","med"
3933,655,16,103623.720728895,50363.4127294957,18961.0189135018,251817.063647479,18961.0189135018,193.883362247825,-270971.965923228,2,0,0.2,"False","med"
3934,655,18,62090.3012775594,18715.7101067874,8638.82519230251,93578.550533937,8638.82519230251,294.580156059957,-102511.955882299,10,0,1,"False","med"
3935,655,20,32505.0504110041,2991.94990226521,2126.65376000256,14959.7495113261,2126.65376000256,149.872641869933,-17236.2759131986,1,0,0.1,"False","med"
3936,656,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,43,0,0,"False","med"
3937,656,12,123999.04266643,152709.790924686,26493.016296811,763548.954623431,26493.016296811,235.373074978783,-790277.343995221,5,0,0.5,"False","med"
3938,656,14,125002.916648083,108180.020425319,25543.1072144913,540900.102126595,25543.1072144913,165.967418443453,-566609.17675953,0,0,0,"False","med"
3939,656,16,99477.6236524831,63269.6433379236,20689.7513292548,316348.216689618,20689.7513292548,295.135346131975,-337333.103365005,21,0.1,1,"False","med"
3940,656,18,55768.0872425407,12241.1043260987,6615.14216584538,61205.5216304934,6615.14216584538,165.967418443453,-67986.6312147822,0,0,0,"False","med"
3941,656,20,33942.0160925141,10076.5265997936,3009.60766415122,50382.6329989682,3009.60766415122,149.102686249499,-53541.3433493689,6,0,0.6,"False","med"
3942,657,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,15,0,0,"False","good"
3943,657,12,77.2981679824308,109.889241620155,12.3168196794996,109.889241620155,12.3168196794996,276.612364072422,-398.818425372076,0,0,0,"False","good"
3944,657,14,180.248959829776,227.189436857059,35.2022190016813,227.189436857059,35.2022190016813,397.790928873909,-660.182584732649,71,0.6,0.5,"False","good"
3945,657,16,222.538294894739,234.21260779637,41.2249695233487,234.21260779637,41.2249695233487,276.612364072422,-552.04994139214,0,0,0,"False","good"
3946,657,18,458.389915526969,562.521934301889,81.1336587559762,562.521934301889,81.1336587559762,306.085814139541,-949.741407197407,78,0.7,0.1,"False","good"
3947,657,20,597.725811289986,650.338610153656,125.115795315482,650.338610153656,125.115795315482,271.080116790973,-1046.53452226011,0,0,0,"False","good"
3948,658,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,15,0,0,"False","good"
3949,658,12,69.7823411959266,95.4471166374927,11.8525225507656,95.4471166374927,11.8525225507656,299.745283739865,-407.044922928123,1,0,0.1,"False","good"
3950,658,14,123.657689206579,143.022629475252,25.6733833200067,143.022629475252,25.6733833200067,437.922433118214,-606.618445913473,40,0.3,0.7,"False","good"
3951,658,16,127.012471264659,114.498842523505,21.9036229082832,114.498842523505,21.9036229082832,299.745283739865,-436.147749171653,1,0,0.1,"False","good"
3952,658,18,267.590733926219,342.448409227361,39.7952096055143,342.448409227361,39.7952096055143,279.409173126307,-661.652791959182,33,0.3,0,"False","good"
3953,658,20,714.541542045083,1004.28260181788,112.550072674548,1004.28260181788,112.550072674548,271.080116790973,-1387.9127912834,0,0,0,"False","good"
3954,659,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,15,0,0,"False","good"
3955,659,12,63.1923012044616,83.1197408858211,11.4184811632444,83.1197408858211,11.4184811632444,323.138937079708,-417.677159128774,2,0,0.2,"False","good"
3956,659,14,171.809553494323,237.31345613334,26.593690799873,237.31345613334,26.593690799873,278.473426992713,-542.380573925926,22,0.2,0,"False","good"
3957,659,16,453.869159992919,617.544698891659,76.7364134638669,617.544698891659,76.7364134638669,323.138937079708,-1017.42004943523,2,0,0.2,"False","good"
3958,659,18,561.304783843905,549.133570859649,132.293855767354,549.133570859649,132.293855767354,482.054398682227,-1163.48182530923,21,0.1,1,"False","good"
3959,659,20,409.609403543079,238.817854927307,57.6797224743761,238.817854927307,57.6797224743761,276.612364072422,-573.109941474105,0,0,0,"False","good"
3960,660,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,15,0,0,"False","good"
3961,660,12,57.4168471746421,72.5991508463478,11.0118560674782,72.5991508463478,11.0118560674782,346.532590419552,-430.143597333378,3,0,0.3,"False","good"
3962,660,14,114.314542376893,142.810377052094,19.6257704581373,142.810377052094,19.6257704581373,302.54209279375,-464.978240303982,34,0.3,0.1,"False","good"
3963,660,16,183.181027251485,209.423150946325,36.4669978536899,209.423150946325,36.4669978536899,369.665510086995,-615.55565888701,4,0,0.4,"False","good"
3964,660,18,255.329802243494,275.424340521096,45.2943293382382,275.424340521096,45.2943293382382,346.532590419552,-667.251260278887,3,0,0.3,"False","good"
3965,660,20,500.631134717039,637.520230687317,76.3138159230847,637.520230687317,76.3138159230847,299.745283739865,-1013.57933035027,1,0,0.1,"False","good"
3966,661,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,15,0,0,"False","bad"
3967,661,12,168007.456378352,21807.2709850729,21545.364410507,109036.354925364,21545.364410507,165.967418443453,-130747.686754315,0,0,0,"False","bad"
3968,661,14,86246.4117209753,4561.22529974815,4425.70884771346,22806.1264987407,4425.70884771346,102.148979241002,-27333.9843256952,88,0.8,0,"False","bad"
3969,661,16,43605.5986719104,585.060269874085,881.819273286148,2925.30134937042,881.819273286148,182.564160287798,-3989.68478294437,0,0,0,"False","bad"
3970,661,18,22017.5946940124,79.729462607242,147.689349017846,398.64731303621,147.689349017846,290.814542462575,-837.151204516631,73,0.6,0.7,"False","bad"
3971,661,20,11116.9388581547,8.47570367892744,21.8475964120808,42.3785183946372,21.8475964120808,188.096407569247,-252.322522375965,0,0,0,"False","bad"
3972,662,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,27,0,0,"False","good"
3973,662,12,77.2981679824308,109.889241620155,12.3168196794996,109.889241620155,12.3168196794996,276.612364072422,-398.818425372076,0,0,0,"False","good"
3974,662,14,168.292176167046,207.748992415831,33.8105473491622,207.748992415831,33.8105473491622,419.676599046767,-661.23613881176,72,0.6,0.6,"False","good"
3975,662,16,191.469899090673,190.594361880636,34.520139481796,190.594361880636,34.520139481796,276.612364072422,-501.726865434854,0,0,0,"False","good"
3976,662,18,301.477313200778,332.038233645907,56.222159379347,332.038233645907,56.222159379347,417.896254311414,-806.156647336667,50,0.4,0.6,"False","good"
3977,662,20,354.364498139359,359.711752682688,58.7588736574282,359.711752682688,58.7588736574282,276.612364072422,-695.082990412538,0,0,0,"False","good"
3978,663,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,27,0,0,"False","good"
3979,663,12,69.7823411959266,95.4471166374927,11.8525225507656,95.4471166374927,11.8525225507656,299.745283739865,-407.044922928123,1,0,0.1,"False","good"
3980,663,14,114.594097008245,128.516796551968,24.6581898509133,128.516796551968,24.6581898509133,457.779185274221,-610.954171677102,41,0.3,0.8,"False","good"
3981,663,16,103.609421700745,82.177167083478,17.2915149351361,82.177167083478,17.2915149351361,299.745283739865,-399.213965758479,1,0,0.1,"False","good"
3982,663,18,184.869014876741,221.27395370216,27.7061953929685,221.27395370216,27.7061953929685,302.54209279375,-551.522241888879,34,0.3,0.1,"False","good"
3983,663,20,383.359030625483,497.120784049387,64.1963548941901,497.120784049387,64.1963548941901,299.745283739865,-861.062422683442,1,0,0.1,"False","good"
3984,664,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,4,0,0,"False","good"
3985,664,12,63.1923012044616,83.1197408858211,11.4184811632444,83.1197408858211,11.4184811632444,323.138937079708,-417.677159128774,2,0,0.2,"False","good"
3986,664,14,157.291583211106,210.456945694419,25.5444307600361,210.456945694419,25.5444307600361,301.606346660157,-537.607723114612,23,0.2,0.1,"False","good"
3987,664,16,359.7964609455,472.958919934122,61.9551065034191,472.958919934122,61.9551065034191,323.138937079708,-858.05296351725,2,0,0.2,"False","good"
3988,664,18,952.813821057,1310.33016891297,148.450886747263,1310.33016891297,148.450886747263,272.903958452859,-1731.6850141131,22,0.2,0,"False","good"
3989,664,20,1925.81552626676,2342.81422919512,408.586542031879,4685.62845839023,408.586542031879,317.778597580372,-5411.99359800248,101,0.9,0.2,"False","good"
3990,665,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,27,0,0,"False","med"
3991,665,12,154338.562012018,203773.310399508,29129.0966001093,1018866.55199754,29129.0966001093,179.847170243919,-1048175.4957679,1,0,0.1,"False","med"
3992,665,14,173256.855854208,160019.256164323,40705.1770003492,800096.280821616,40705.1770003492,223.477391484528,-841024.93521345,37,0.3,0.4,"False","med"
3993,665,16,120034.315358092,60986.2266695044,23275.2081063477,304931.133347522,23275.2081063477,179.847170243919,-328386.188624113,1,0,0.1,"False","med"
3994,665,18,80905.3552234725,36123.9196726477,11616.3415904437,180619.598363238,11616.3415904437,209.036192003906,-192444.976145686,25,0.2,0.3,"False","med"
3995,665,20,51978.4386948632,20176.6819322523,6182.24751673223,100883.409661262,6182.24751673223,165.967418443453,-107231.624596437,0,0,0,"False","med"
3996,666,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,39,0,0,"False","bad"
3997,666,12,167631.713968351,21213.8458374937,21500.2644121293,106069.229187468,21500.2644121293,179.847170243919,-127749.340769842,1,0,0.1,"False","bad"
3998,666,14,85321.7890344074,3384.07094939435,4201.67830796016,16920.3547469717,4201.67830796016,164.80050669872,-21286.8335616306,41,0.3,0.8,"False","bad"
3999,666,16,43019.6483589252,301.369690463852,672.061525004645,1506.84845231926,672.061525004645,197.831887268311,-2376.74186459221,1,0,0.1,"False","bad"
4000,666,18,21727.917704173,63.3182238896051,105.462990931663,316.591119448026,105.462990931663,301.516669832814,-723.570780212503,30,0.2,0.8,"False","bad"
4001,666,20,10972.1439842561,6.97948620205699,15.9088187430545,34.897431010285,15.9088187430545,203.826792943108,-254.633042696448,1,0,0.1,"False","bad"
4002,667,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,44,0,0,"False","good"
4003,667,12,77.2981679824308,109.889241620155,12.3168196794996,109.889241620155,12.3168196794996,276.612364072422,-398.818425372076,0,0,0,"False","good"
4004,667,14,135.383664363283,155.459925912156,29.8093302854122,155.459925912156,29.8093302854122,480.758049554471,-666.027305752039,97,0.8,0.9,"False","good"
4005,667,16,115.082781523525,85.9324789316795,18.2538311011899,85.9324789316795,18.2538311011899,276.612364072422,-380.798674105291,0,0,0,"False","good"
4006,667,18,136.779652057176,127.610460421283,24.36361511601,127.610460421283,24.36361511601,458.704502060919,-610.678577598212,52,0.4,0.8,"False","good"
4007,667,20,121.103498428242,94.2624312547311,17.7265077251247,94.2624312547311,17.7265077251247,276.612364072422,-388.601303052278,0,0,0,"False","good"
4008,668,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,44,0,0,"False","good"
4009,668,12,69.7823411959266,95.4471166374927,11.8525225507656,95.4471166374927,11.8525225507656,299.745283739865,-407.044922928123,1,0,0.1,"False","good"
4010,668,14,106.355374957819,115.548826216657,23.6797044330506,115.548826216657,23.6797044330506,476.42005812244,-615.648588772148,42,0.3,0.9,"False","good"
4011,668,16,85.3121447753142,57.777196752038,13.5235211398149,57.777196752038,13.5235211398149,299.745283739865,-371.046001631718,1,0,0.1,"False","good"
4012,668,18,127.977459975049,140.720463760319,18.9947884844642,140.720463760319,18.9947884844642,325.935746133594,-485.650998378377,35,0.3,0.2,"False","good"
4013,668,20,245.256357966328,314.689722963026,38.6413618925211,314.689722963026,38.6413618925211,276.612364072422,-629.943448927969,0,0,0,"False","good"
4014,669,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,44,0,0,"False","med"
4015,669,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
4016,669,14,146885.391312268,124182.135815298,35059.9874171537,620910.679076488,35059.9874171537,249.059667154517,-656219.726160796,17,0.1,0.6,"False","med"
4017,669,16,95242.1719597959,40438.5944388463,16773.3862504413,202192.972194232,16773.3862504413,193.883362247825,-219160.241806921,2,0,0.2,"False","med"
4018,669,18,66600.7279355749,32597.1134300008,8298.7764273155,162985.567150004,8298.7764273155,166.522608515472,-171450.866185835,11,0.1,0,"False","med"
4019,669,20,52221.5761148699,31631.0340036847,7198.05453561428,158155.170018424,7198.05453561428,193.883362247825,-165547.107916286,2,0,0.2,"False","med"
4020,670,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,89,0,0,"False","bad"
4021,670,12,167631.713968351,21213.8458374937,21500.2644121293,106069.229187468,21500.2644121293,179.847170243919,-127749.340769842,1,0,0.1,"False","bad"
4022,670,14,85252.3577523598,3278.11050040848,4190.83844313428,16390.5525020424,4190.83844313428,171.511220924078,-20752.9021661007,42,0.3,0.9,"False","bad"
4023,670,16,42953.5834427812,244.177411899615,649.523611063235,1220.88705949807,649.523611063235,213.271698472608,-2083.68236903392,2,0,0.2,"False","bad"
4024,670,18,21688.2197330894,49.2209209386474,96.3762913786487,246.104604693237,96.3762913786487,295.885424363744,-638.366320435629,7,0,0.7,"False","bad"
4025,670,20,10952.7536633757,7.02251977961041,14.3520625022781,35.1125988980521,14.3520625022781,188.096407569247,-237.561068969577,0,0,0,"False","bad"
4026,671,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,103,0,0,"False","good"
4027,671,12,77.2981679824308,109.889241620155,12.3168196794996,109.889241620155,12.3168196794996,276.612364072422,-398.818425372076,0,0,0,"False","good"
4028,671,14,156.880593504299,189.403021584902,32.4489097198132,189.403021584902,32.4489097198132,440.628094640265,-662.48002594498,73,0.6,0.7,"False","good"
4029,671,16,163.509888200991,151.80937499187,28.4976122636145,151.80937499187,28.4976122636145,276.612364072422,-456.919351327906,0,0,0,"False","good"
4030,671,18,203.43508198861,196.830499060188,40.1865140051445,196.830499060188,40.1865140051445,477.345374909138,-714.36238797447,53,0.4,0.9,"False","good"
4031,671,20,166.132940668141,116.438088626706,23.8838162865415,116.438088626706,23.8838162865415,276.612364072422,-416.934268985669,0,0,0,"False","good"
4032,672,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,103,0,0,"False","good"
4033,672,12,69.7823411959266,95.4471166374927,11.8525225507656,95.4471166374927,11.8525225507656,299.745283739865,-407.044922928123,1,0,0.1,"False","good"
4034,672,14,98.8694857751267,103.952896254291,22.7351708190839,103.952896254291,22.7351708190839,493.76373582048,-620.451802893855,43,0.3,1,"False","good"
4035,672,16,71.1494228159401,39.7235191703011,10.4578554503485,39.7235191703011,10.4578554503485,299.745283739865,-349.926658360515,1,0,0.1,"False","good"
4036,672,18,89.4526309616364,88.1946907190453,12.8288821838255,88.1946907190453,12.8288821838255,349.329399473437,-450.352972376308,36,0.3,0.3,"False","good"
4037,672,20,130.751856276641,147.743391070217,21.2172830009816,147.743391070217,21.2172830009816,299.745283739865,-468.705957811064,1,0,0.1,"False","good"
4038,673,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,103,0,0,"False","med"
4039,673,12,154338.562012018,203773.310399508,29129.0966001093,1018866.55199754,29129.0966001093,179.847170243919,-1048175.4957679,1,0,0.1,"False","med"
4040,673,14,168339.170534395,152126.902245631,40128.0443496269,760634.511228155,40128.0443496269,237.051160411114,-800999.606738193,38,0.3,0.5,"False","med"
4041,673,16,112112.377785548,51813.0748926736,21051.8087791191,259065.374463368,21051.8087791191,179.847170243919,-280297.030412731,1,0,0.1,"False","med"
4042,673,18,73491.1612529319,30172.6705803656,10042.4919143353,150863.352901828,10042.4919143353,222.915943804372,-161128.760759968,26,0.2,0.4,"False","med"
4043,673,20,45640.2864478721,15657.2839421236,4959.95421808345,78286.4197106177,4959.95421808345,99.5804510660718,-83345.9543797673,0,0,0,"False","med"
4044,674,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,3,0,0,"False","med"
4045,674,12,154338.562012018,203773.310399508,29129.0966001093,1018866.55199754,29129.0966001093,179.847170243919,-1048175.4957679,1,0,0.1,"False","med"
4046,674,14,163583.797257818,144548.650419069,39555.3499548249,722743.252095344,39555.3499548249,250.182562514829,-762548.784612684,39,0.3,0.6,"False","med"
4047,674,16,104788.444975797,43462.1870539182,18975.1266819532,217310.935269591,18975.1266819532,179.847170243919,-236465.909121788,1,0,0.1,"False","med"
4048,674,18,66629.4450201585,24679.0079170269,8578.10414285603,123395.039585135,8578.10414285603,236.489712730958,-132209.633440722,27,0.2,0.5,"False","med"
4049,674,20,39310.0460856734,10636.9373363282,3821.73925985073,53184.686681641,3821.73925985073,107.908302146351,-57114.3342436381,1,0,0.1,"False","med"
4050,675,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,104,0,0,"False","good"
4051,675,12,69.7823411959266,95.4471166374927,11.8525225507656,95.4471166374927,11.8525225507656,299.745283739865,-407.044922928123,1,0,0.1,"False","good"
