,"episode","week","Total_hosp","new_hosp","new_deaths","H_term","D_term","Lockdown_term","reward","action","delta","k0","error","initial_stage"
6369,1061,16,125382.905930842,93160.7143442435,25210.9239434297,465803.571721218,25210.9239434297,221.799306052197,-491236.2949707,4,0,0.4,"False","med"
6370,1061,18,82283.3477540754,35111.610176524,14005.2460664931,175558.05088262,14005.2460664931,235.373074978783,-189798.670024092,5,0,0.5,"False","med"
6371,1061,20,49181.2777356864,14497.6824984263,5492.76849209663,72488.4124921317,5492.76849209663,179.847170243919,-78161.0281544722,1,0,0.1,"False","med"
6372,1062,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,56,0,0,"False","bad"
6373,1062,12,167631.713968351,21213.8458374937,21500.2644121293,106069.229187468,21500.2644121293,179.847170243919,-127749.340769842,1,0,0.1,"False","bad"
6374,1062,14,85674.1626202871,3925.47541934326,4264.20451710823,19627.3770967163,4264.20451710823,119.166974092639,-24010.7485879172,101,0.9,0.2,"False","bad"
6375,1062,16,43256.6445224645,447.106728346818,787.92335623635,2235.53364173409,787.92335623635,197.831887268311,-3221.28888523875,1,0,0.1,"False","bad"
6376,1062,18,21848.1579133946,77.8117480200194,127.419875445294,389.058740100097,127.419875445294,187.273128608503,-703.751744153894,88,0.8,0,"False","bad"
6377,1062,20,11034.5388021217,12.76858514395,21.8758889890055,63.84292571975,21.8758889890055,203.826792943108,-289.545607651864,1,0,0.1,"False","bad"
6378,1063,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,102,0,0,"False","bad"
6379,1063,12,166539.872103749,19495.5767539111,21365.1900437225,97477.8837695554,21365.1900437225,221.799306052197,-119064.87311933,4,0,0.4,"False","bad"
6380,1063,14,84746.2015175002,3235.05983190531,3889.58467493911,16175.2991595265,3889.58467493911,99.5804510660718,-20164.4642855317,0,0,0,"False","bad"
6381,1063,16,42993.8169971674,718.787910361017,763.195056177688,3593.93955180508,763.195056177688,313.202053464467,-4670.33666144724,20,0.1,0.9,"False","bad"
6382,1063,18,21709.2219365367,69.1736810925684,127.252312748539,345.868405462842,127.252312748539,197.831887268311,-670.952605479692,1,0,0.1,"False","bad"
6383,1063,20,10967.5902260017,17.1821660257807,21.8890229640528,85.9108301289033,21.8890229640528,333.857510201284,-441.657363294241,10,0,1,"False","bad"
6384,1064,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,74,0,0,"False","med"
6385,1064,12,162737.043769726,218099.679756533,29808.266820277,1090498.39878266,29808.266820277,165.967418443453,-1120472.63302139,0,0,0,"False","med"
6386,1064,14,191368.489218458,181897.591940623,46334.850342938,909487.959703117,46334.850342938,198.611623487732,-956021.421669543,101,0.9,0.2,"False","med"
6387,1064,16,116657.457121583,43289.7690065701,24911.9232919314,216448.845032851,24911.9232919314,165.967418443453,-241526.735743225,0,0,0,"False","med"
6388,1064,18,68582.2716471613,18740.9037890888,8210.91722065881,93704.518945444,8210.91722065881,236.489712730958,-102151.925878834,27,0.2,0.5,"False","med"
6389,1064,20,38587.4662397854,7592.28698049676,3026.51208113029,37961.4349024838,3026.51208113029,116.330017348695,-41104.2770009628,2,0,0.2,"False","med"
6390,1065,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,85,0,0,"False","bad"
6391,1065,12,166896.94570482,20056.0783874875,21410.1367999762,100280.391937437,21410.1367999762,207.919554251731,-121898.448291665,3,0,0.3,"False","bad"
6392,1065,14,84971.8506143338,3335.09565550079,3999.43214202299,16675.4782775039,3999.43214202299,116.663131391906,-20791.5735509188,13,0.1,0.2,"False","bad"
6393,1065,16,43093.4370438099,701.60503102243,753.221995041982,3508.02515511215,753.221995041982,213.271698472608,-4474.51884862674,2,0,0.2,"False","bad"
6394,1065,18,21797.0467231709,133.487215822123,150.586273846549,667.436079110615,150.586273846549,302.134262280986,-1120.15661523815,41,0.3,0.8,"False","bad"
6395,1065,20,11008.704706106,14.977795140003,25.365300099181,74.8889757000148,25.365300099181,203.826792943108,-304.081068742304,1,0,0.1,"False","bad"
6396,1066,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,71,0,0,"False","bad"
6397,1066,12,167261.195642818,20629.4314736617,21455.172979328,103147.157368308,21455.172979328,193.883362247825,-124796.213709884,2,0,0.2,"False","bad"
6398,1066,14,84923.5708992857,3013.66605084771,4069.57510853904,15068.3302542385,4069.57510853904,165.133620741931,-19303.0389835195,52,0.4,0.8,"False","bad"
6399,1066,16,42807.1191113256,262.991091089575,634.927929161434,1314.95545544787,634.927929161434,213.271698472608,-2163.15508308192,2,0,0.2,"False","bad"
6400,1066,18,21614.4731805086,49.2721951941072,96.209951733193,246.360975970536,96.209951733193,323.965639523259,-666.536567226988,42,0.3,0.9,"False","bad"
6401,1066,20,10914.4976311582,5.25906595299731,13.7608485834081,26.2953297649865,13.7608485834081,188.096407569247,-228.152585917641,0,0,0,"False","bad"
6402,1067,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,50,0,0,"False","good"
6403,1067,12,69.7823411959266,95.4471166374927,11.8525225507656,95.4471166374927,11.8525225507656,299.745283739865,-407.044922928123,1,0,0.1,"False","good"
6404,1067,14,121.444847645372,139.358303051363,25.6087120490815,139.358303051363,25.6087120490815,440.628094640265,-605.59510974071,73,0.6,0.7,"False","good"
6405,1067,16,114.343388740624,95.1079566810415,20.4242806807457,95.1079566810415,20.4242806807457,299.745283739865,-415.277521101652,1,0,0.1,"False","good"
6406,1067,18,184.54870804778,208.103931327658,30.5643520667368,208.103931327658,30.5643520667368,305.247754315801,-543.916037710196,67,0.6,0.1,"False","good"
6407,1067,20,244.349891351651,263.865383492065,48.454163508851,263.865383492065,48.454163508851,299.745283739865,-612.064830740781,1,0,0.1,"False","good"
6408,1068,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,50,0,0,"False","bad"
6409,1068,12,167261.195642818,20629.4314736617,21455.172979328,103147.157368308,21455.172979328,193.883362247825,-124796.213709884,2,0,0.2,"False","bad"
6410,1068,14,84859.9815738835,2916.58851619019,4059.54521961796,14582.9425809509,4059.54521961796,171.84433496729,-18814.3321355362,53,0.4,0.9,"False","bad"
6411,1068,16,42762.596191493,236.180984828587,616.140781890516,1180.90492414293,616.140781890516,197.831887268311,-1994.87759330176,1,0,0.1,"False","bad"
6412,1068,18,21608.5431133994,72.8457092889361,95.7841929037448,364.22854644468,95.7841929037448,208.678457273531,-668.691196621957,89,0.8,0.1,"False","bad"
6413,1068,20,10915.6757760171,13.5028019071099,18.057676065331,67.5140095355494,18.057676065331,203.826792943108,-289.398478543989,1,0,0.1,"False","bad"
6414,1069,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,65,0,0,"False","good"
6415,1069,12,52.3573402741574,63.6198337405374,10.6300605964892,63.6198337405374,10.6300605964892,369.665510086995,-443.915404424022,4,0,0.4,"False","good"
6416,1069,14,97.0857064698945,120.79438124853,15.8109231370766,120.79438124853,15.8109231370766,278.473426992713,-415.07873137832,22,0.2,0,"False","good"
6417,1069,16,192.042534303296,236.369740485496,35.7012270948209,236.369740485496,35.7012270948209,369.665510086995,-641.736477667313,4,0,0.4,"False","good"
6418,1069,18,179.331888291542,140.323715156195,41.5091249736397,140.323715156195,41.5091249736397,491.892243553292,-673.725083683127,21,0.1,1,"False","good"
6419,1069,20,109.179763799644,36.8919914007217,14.4955775762498,36.8919914007217,14.4955775762498,346.532590419552,-397.920159396524,3,0,0.3,"False","good"
6420,1070,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,65,0,0,"False","good"
6421,1070,12,47.9263057992965,55.9531979924001,10.2707213002094,55.9531979924001,10.2707213002094,392.288458297972,-458.512377590582,5,0,0.5,"False","good"
6422,1070,14,70.4450181877971,79.4141546243582,11.865064787153,79.4141546243582,11.865064787153,300.670600526563,-391.949819938074,12,0.1,0.1,"False","good"
6423,1070,16,139.973972682965,173.969100785257,23.6290821081827,173.969100785257,23.6290821081827,346.532590419552,-544.130773312992,3,0,0.3,"False","good"
6424,1070,18,168.655145606939,161.600985515551,36.6441435284994,161.600985515551,36.6441435284994,456.843439140628,-655.088568184678,30,0.2,0.8,"False","good"
6425,1070,20,128.496042620583,78.1113019425779,21.2786032363786,78.1113019425779,21.2786032363786,346.532590419552,-445.922495598509,3,0,0.3,"False","good"
6426,1071,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,65,0,0,"False","bad"
6427,1071,12,166539.872103749,19495.5767539111,21365.1900437225,97477.8837695554,21365.1900437225,221.799306052197,-119064.87311933,4,0,0.4,"False","bad"
6428,1071,14,84662.0127528475,3099.24767722935,3880.0454694735,15496.2383861468,3880.0454694735,107.908302146351,-19484.1921577666,1,0,0.1,"False","bad"
6429,1071,16,42987.1091340675,764.428553294509,743.448129056062,3822.14276647254,743.448129056062,243.979236657417,-4809.57013218602,4,0,0.4,"False","bad"
6430,1071,18,21751.3457953301,145.426769632108,150.939511672005,727.13384816054,150.939511672005,232.343140257022,-1110.41650008957,69,0.6,0.3,"False","bad"
6431,1071,20,10991.4283036116,25.7790249515321,30.1241700317044,128.89512475766,30.1241700317044,219.734477214202,-378.753772003567,2,0,0.2,"False","bad"
6432,1072,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,13,0,0,"False","bad"
6433,1072,12,167261.195642818,20629.4314736617,21455.172979328,103147.157368308,21455.172979328,193.883362247825,-124796.213709884,2,0,0.2,"False","bad"
6434,1072,14,84797.9518548266,2822.27874741293,4049.57452748086,14111.3937370646,4049.57452748086,178.088058938584,-18339.0563234841,54,0.4,1,"False","bad"
6435,1072,16,42706.1159197878,188.980776290899,596.604143152379,944.903881454494,596.604143152379,213.271698472608,-1754.77972307948,2,0,0.2,"False","bad"
6436,1072,18,21559.5562005686,37.6284747438228,85.6578088745539,188.142373719114,85.6578088745539,335.759340357926,-609.559522951594,43,0.3,1,"False","bad"
6437,1072,20,10886.3759625127,3.44870232095462,11.6755036350295,17.2435116047731,11.6755036350295,188.096407569247,-217.015422809049,0,0,0,"False","bad"
6438,1073,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,4,0,0,"False","good"
6439,1073,12,57.4168471746421,72.5991508463478,11.0118560674782,72.5991508463478,11.0118560674782,346.532590419552,-430.143597333378,3,0,0.3,"False","good"
6440,1073,14,70.1254484711811,67.8283065219175,15.3969291468847,67.8283065219175,15.3969291468847,456.843439140628,-540.06867480943,30,0.2,0.8,"False","good"
6441,1073,16,51.0332437273992,28.2650163364204,8.66656119570835,28.2650163364204,8.66656119570835,369.665510086995,-406.597087619124,4,0,0.4,"False","good"
6442,1073,18,54.2439593480215,49.1774666689684,7.07599200247964,49.1774666689684,7.07599200247964,278.473426992713,-334.726885664161,22,0.2,0,"False","good"
6443,1073,20,112.117992936793,144.678839244671,16.5995591391017,144.678839244671,16.5995591391017,299.745283739865,-461.023682123638,1,0,0.1,"False","good"
6444,1074,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,4,0,0,"False","good"
6445,1074,12,52.3573402741574,63.6198337405374,10.6300605964892,63.6198337405374,10.6300605964892,369.665510086995,-443.915404424022,4,0,0.4,"False","good"
6446,1074,14,89.7030321614546,107.175571707056,15.2705490107504,107.175571707056,15.2705490107504,301.606346660157,-424.052467377963,23,0.2,0.1,"False","good"
6447,1074,16,154.14483177324,180.661555907699,28.9588888836917,180.661555907699,28.9588888836917,369.665510086995,-579.285954878386,4,0,0.4,"False","good"
6448,1074,18,250.121088566516,292.591038716784,42.2982721366732,292.591038716784,42.2982721366732,301.606346660157,-636.495657513614,23,0.2,0.1,"False","good"
6449,1074,20,466.37168975031,569.300492056265,83.1159090109029,569.300492056265,83.1159090109029,346.532590419552,-998.94899148672,3,0,0.3,"False","good"
6450,1075,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,4,0,0,"False","good"
6451,1075,12,47.9263057992965,55.9531979924001,10.2707213002094,55.9531979924001,10.2707213002094,392.288458297972,-458.512377590582,5,0,0.5,"False","good"
6452,1075,14,65.2097102673378,69.8239814478891,11.4857812439433,69.8239814478891,11.4857812439433,324.064253866406,-405.374016558239,13,0.1,0.2,"False","good"
6453,1075,16,92.8854193867059,99.0625173144877,17.3812738541679,99.0625173144877,17.3812738541679,392.288458297972,-508.732249466628,5,0,0.5,"False","good"
6454,1075,18,127.115434361897,138.004108870304,20.7325714583796,138.004108870304,20.7325714583796,300.670600526563,-459.407280855247,12,0.1,0.1,"False","good"
6455,1075,20,248.422205071413,307.287176336917,41.6329164478949,307.287176336917,41.6329164478949,346.532590419552,-695.452683204364,3,0,0.3,"False","good"
6456,1076,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,4,0,0,"False","good"
6457,1076,12,44.046123519909,49.4025998744044,9.93163656585497,49.4025998744044,9.93163656585497,414.174128470831,-473.50836491109,6,0,0.6,"False","good"
6458,1076,14,35.8631327423374,23.7064839735672,7.59123891541932,23.7064839735672,7.59123891541932,454.982376220336,-486.280099109323,8,0,0.8,"False","good"
6459,1076,16,22.084688899968,7.5405803415824,3.10195134968625,7.5405803415824,3.10195134968625,414.174128470831,-424.816660162099,6,0,0.6,"False","good"
6460,1076,18,13.4805058610312,4.16177084702771,1.33675433231433,4.16177084702771,1.33675433231433,414.174128470831,-419.672653650173,6,0,0.6,"False","good"
6461,1076,20,8.33694299659337,2.67541683642407,0.724645751969735,2.67541683642407,0.724645751969735,392.288458297972,-395.688520886366,5,0,0.5,"False","good"
6462,1077,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,4,0,0,"False","med"
6463,1077,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
6464,1077,14,137662.493810445,109589.244351248,33999.2889947607,547946.221756242,33999.2889947607,274.667511164533,-582220.178262167,41,0.3,0.8,"False","med"
6465,1077,16,80629.6804067241,23716.6227659469,12921.7899337171,118583.113829734,12921.7899337171,193.883362247825,-131698.787125699,2,0,0.2,"False","med"
6466,1077,18,46363.4995188014,10735.8571329719,4692.21717815523,53679.2856648593,4692.21717815523,163.793655439321,-58535.2964984538,8,0,0.8,"False","med"
6467,1077,20,25137.6454235416,3500.95479781601,1461.47662520657,17504.7739890801,1461.47662520657,138.306182036211,-19104.5567963229,0,0,0,"False","med"
6468,1078,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,4,0,0,"False","med"
6469,1078,12,138456.607236705,176854.587939799,27792.6743508408,884272.939698997,27792.6743508408,207.919554251731,-912273.533604089,3,0,0.3,"False","med"
6470,1078,14,147061.166251981,130966.857879687,32685.1003054968,654834.289398435,32685.1003054968,195,-687714.389703932,24,0.2,0.2,"False","med"
6471,1078,16,113021.518020035,69049.3788077245,22246.1536302382,345246.894038623,22246.1536302382,207.919554251731,-367700.967223112,3,0,0.3,"False","med"
6472,1078,18,78003.3481054186,37463.304076073,11825.5581325219,187316.520380365,11825.5581325219,194.438552319844,-199336.517065207,13,0.1,0.2,"False","med"
6473,1078,20,54289.8186273886,26215.7750239758,7091.15916034259,131078.875119879,7091.15916034259,179.847170243919,-138349.881450465,1,0,0.1,"False","med"
6474,1079,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,4,0,0,"False","med"
6475,1079,12,131037.529457037,164409.048115376,27137.7462441353,822045.24057688,27137.7462441353,221.799306052197,-849404.786127068,4,0,0.4,"False","med"
6476,1079,14,135610.778356604,118957.097482595,28992.2027146292,594785.487412975,28992.2027146292,180.402360315938,-623958.09248792,12,0.1,0.1,"False","med"
6477,1079,16,113471.916812928,77942.1160012405,22308.7365630593,389710.580006202,22308.7365630593,221.799306052197,-412241.115875314,4,0,0.4,"False","med"
6478,1079,18,72688.2163822457,28671.9153780639,11836.0080735638,143359.57689032,11836.0080735638,248.504477082498,-155444.089440966,6,0,0.6,"False","med"
6479,1079,20,39675.7279478423,6501.29621547809,4027.47737244683,32506.4810773905,4027.47737244683,156.645224663159,-36690.6036745005,7,0,0.7,"False","med"
6480,1080,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,4,0,0,"False","bad"
6481,1080,12,166896.94570482,20056.0783874875,21410.1367999762,100280.391937437,21410.1367999762,207.919554251731,-121898.448291665,3,0,0.3,"False","bad"
6482,1080,14,84892.8555851358,3210.173905703,3989.45096692589,16050.869528515,3989.45096692589,125.08484659425,-20165.4053420351,14,0.1,0.3,"False","bad"
6483,1080,16,42994.2760040175,600.0226756906,722.80377377543,3000.113378453,722.80377377543,213.271698472608,-3936.18885070103,2,0,0.2,"False","bad"
6484,1080,18,21771.6852272406,166.308786987594,142.475308391634,831.543934937969,142.475308391634,185.020763342583,-1159.04000667219,44,0.4,0,"False","bad"
6485,1080,20,11014.6315151096,46.9748799979727,34.8996086695659,234.874399989863,34.8996086695659,219.734477214202,-489.508485873631,2,0,0.2,"False","bad"
6486,1081,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,18,0,0,"False","med"
6487,1081,12,154338.562012018,203773.310399508,29129.0966001093,1018866.55199754,29129.0966001093,179.847170243919,-1048175.4957679,1,0,0.1,"False","med"
6488,1081,14,161739.689832311,141578.85058231,39482.2104637572,707894.252911548,39482.2104637572,251.80595942806,-747628.269334733,72,0.6,0.6,"False","med"
6489,1081,16,99660.743566397,36759.3845654358,18101.2145659637,183796.922827179,18101.2145659637,179.847170243919,-202077.984563387,1,0,0.1,"False","med"
6490,1081,18,61246.8846986558,19937.0359606437,7348.91277316623,99685.1798032186,7348.91277316623,237.606350483133,-107271.698926868,49,0.4,0.5,"False","med"
6491,1081,20,35054.1352635378,7928.16209101743,3078.38416009348,39640.8104550871,3078.38416009348,107.908302146351,-42827.102917327,1,0,0.1,"False","med"
6492,1082,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,47,0,0,"False","good"
6493,1082,12,63.1923012044616,83.1197408858211,11.4184811632444,83.1197408858211,11.4184811632444,323.138937079708,-417.677159128774,2,0,0.2,"False","good"
6494,1082,14,156.326132640761,207.327330372262,26.1039127030606,207.327330372262,26.1039127030606,280.334489913005,-513.765732988328,44,0.4,0,"False","good"
6495,1082,16,300.165024360569,375.579554932142,57.2808308462955,375.579554932142,57.2808308462955,323.138937079708,-755.999322858146,2,0,0.2,"False","good"
6496,1082,18,607.969151496034,759.282785798242,106.37418547803,759.282785798242,106.37418547803,297.398061388839,-1163.05503266511,45,0.4,0.1,"False","good"
6497,1082,20,1228.87430540483,1607.2650562723,210.310650061743,1607.2650562723,210.310650061743,271.080116790973,-2088.65582312502,0,0,0,"False","good"
6498,1083,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,47,0,0,"False","good"
6499,1083,12,57.4168471746421,72.5991508463478,11.0118560674782,72.5991508463478,11.0118560674782,346.532590419552,-430.143597333378,3,0,0.3,"False","good"
6500,1083,14,65.7366944803527,60.9211523695398,14.8776564640558,60.9211523695398,14.8776564640558,475.484311988846,-551.283120822442,31,0.2,0.9,"False","good"
6501,1083,16,45.0452917301098,22.0281404761622,6.97618072491972,22.0281404761622,6.97618072491972,346.532590419552,-375.536911620634,3,0,0.3,"False","good"
6502,1083,18,31.8129138587573,15.5265360941809,4.59496356590909,15.5265360941809,4.59496356590909,492.827989686886,-512.949489346976,32,0.2,1,"False","good"
6503,1083,20,18.2000697775087,4.19820373403771,1.61543357557217,4.19820373403771,1.61543357557217,346.532590419552,-352.346227729162,3,0,0.3,"False","good"
6504,1084,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,47,0,0,"False","bad"
6505,1084,12,167261.195642818,20629.4314736617,21455.172979328,103147.157368308,21455.172979328,193.883362247825,-124796.213709884,2,0,0.2,"False","bad"
6506,1084,14,85461.6631977927,3848.34651187208,4150.86110086596,19241.7325593604,4150.86110086596,101.24618682292,-23493.8398470493,55,0.5,0,"False","bad"
6507,1084,16,43313.9435048996,701.615658984967,822.494575126169,3508.07829492484,822.494575126169,197.831887268311,-4528.40475731932,1,0,0.1,"False","bad"
6508,1084,18,21912.4638218149,144.918961479614,158.116274217273,724.594807398068,158.116274217273,217.980666793313,-1100.69174840865,90,0.8,0.2,"False","bad"
6509,1084,20,11070.2812616724,22.5844316065384,30.7770929653558,112.922158032692,30.7770929653558,203.826792943108,-347.526043941156,1,0,0.1,"False","bad"
6510,1085,10,319914.281494343,164084.325638713,88531.5262166299,820421.628193563,88531.5262166299,165.967418443453,-909119.121828636,94,0,0,"False","bad"
6511,1085,12,167261.195642818,20629.4314736617,21455.172979328,103147.157368308,21455.172979328,193.883362247825,-124796.213709884,2,0,0.2,"False","bad"
6512,1085,14,85390.6504935353,3737.03054170401,4140.58216683915,18685.15270852,4140.58216683915,109.574037903199,-22935.3089132624,56,0.5,0.1,"False","bad"
6513,1085,16,43227.1980227552,611.917444604073,794.350938786426,3059.58722302037,794.350938786426,213.271698472608,-4067.2098602794,2,0,0.2,"False","bad"
6514,1085,18,21858.0117561634,122.606133022641,144.081812070764,613.030665113204,144.081812070764,200.288490323096,-957.400967507063,45,0.4,0.1,"False","bad"
6515,1085,20,11048.9079086938,30.3953977846119,28.9212914375032,151.97698892306,28.9212914375032,203.826792943108,-384.725073303671,1,0,0.1,"False","bad"
6516,1086,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,30,0,0,"False","good"
6517,1086,12,57.4168471746421,72.5991508463478,11.0118560674782,72.5991508463478,11.0118560674782,346.532590419552,-430.143597333378,3,0,0.3,"False","good"
6518,1086,14,61.7985672127809,54.8249809671279,14.3779507407282,54.8249809671279,14.3779507407282,492.827989686886,-562.030921394742,32,0.2,1,"False","good"
6519,1086,16,38.7898344774997,14.7275615097253,5.47425473498189,14.7275615097253,5.47425473498189,346.532590419552,-366.734406664259,3,0,0.3,"False","good"
6520,1086,18,37.6306828717312,30.740236699913,4.34504364243752,30.740236699913,4.34504364243752,279.409173126307,-314.494453468657,33,0.3,0,"False","good"
6521,1086,20,58.4751667118796,66.7894016981093,9.23172699733554,66.7894016981093,9.23172699733554,323.138937079708,-399.160065775153,2,0,0.2,"False","good"
6522,1087,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,30,0,0,"False","med"
6523,1087,12,154338.562012018,203773.310399508,29129.0966001093,1018866.55199754,29129.0966001093,179.847170243919,-1048175.4957679,1,0,0.1,"False","med"
6524,1087,14,157795.631413877,135384.765464117,38939.2208080941,676923.827320586,38939.2208080941,264.376856784159,-716127.424985464,73,0.6,0.7,"False","med"
6525,1087,16,94917.4563093387,31877.7954792655,16519.1941055801,159388.977396328,16519.1941055801,179.847170243919,-176088.018672152,1,0,0.1,"False","med"
6526,1087,18,59096.83531487,20111.7869240619,6687.92657798717,100558.934620309,6687.92657798717,222.354496124216,-107469.215694421,15,0.1,0.4,"False","med"
6527,1087,20,35952.5604756022,11026.968090168,3435.37501148194,55134.8404508402,3435.37501148194,116.330017348695,-58686.5454796709,2,0,0.2,"False","med"
6528,1088,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,30,0,0,"False","good"
6529,1088,12,52.3573402741574,63.6198337405374,10.6300605964892,63.6198337405374,10.6300605964892,369.665510086995,-443.915404424022,4,0,0.4,"False","good"
6530,1088,14,83.0704717221694,95.2012182021974,14.7580044555047,95.2012182021974,14.7580044555047,325,-434.959222657702,24,0.2,0.2,"False","good"
6531,1088,16,123.91709935459,136.771986727894,23.4260100079339,136.771986727894,23.4260100079339,369.665510086995,-529.863506822823,4,0,0.4,"False","good"
6532,1088,18,177.972048627721,194.690764669702,30.9144829162469,194.690764669702,30.9144829162469,325,-550.605247585949,24,0.2,0.2,"False","good"
6533,1088,20,281.874822734249,322.922422731528,50.2838134717097,322.922422731528,50.2838134717097,346.532590419552,-719.73882662279,3,0,0.3,"False","good"
6534,1089,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,30,0,0,"False","good"
6535,1089,12,47.9263057992965,55.9531979924001,10.2707213002094,55.9531979924001,10.2707213002094,392.288458297972,-458.512377590582,5,0,0.5,"False","good"
6536,1089,14,60.5724051471037,61.5302091329802,11.1280754872744,61.5302091329802,11.1280754872744,347.45790720625,-420.116191826504,14,0.1,0.3,"False","good"
6537,1089,16,74.0618967399293,72.3987613612985,13.8273231565944,72.3987613612985,13.8273231565944,392.288458297972,-478.514542815865,5,0,0.5,"False","good"
6538,1089,18,88.4707554565842,87.2709943305504,14.6533021944907,87.2709943305504,14.6533021944907,324.064253866406,-425.988550391447,13,0.1,0.2,"False","good"
6539,1089,20,120.629830786949,125.596602765502,22.0206657438756,125.596602765502,22.0206657438756,392.288458297972,-539.905726807349,5,0,0.5,"False","good"
6540,1090,10,28.5239789247833,50.8487120011643,7.29137387950124,50.8487120011643,7.29137387950124,276.612364072422,-334.752449953087,30,0,0,"False","good"
6541,1090,12,44.046123519909,49.4025998744044,9.93163656585497,49.4025998744044,9.93163656585497,414.174128470831,-473.50836491109,6,0,0.6,"False","good"
6542,1090,14,34.2827458462855,21.218915813624,7.40676943262592,21.218915813624,7.40676943262592,473.623249068555,-502.248934314805,9,0,0.9,"False","good"
6543,1090,16,19.6996036485916,4.89458446154787,2.49552922445388,4.89458446154787,2.49552922445388,414.174128470831,-421.564242156832,6,0,0.6,"False","good"
6544,1090,18,11.2569369394991,2.40550667029507,0.902499620048084,2.40550667029507,0.902499620048084,435.125624064329,-438.433630354672,7,0,0.7,"False","good"
6545,1090,20,6.53231655291076,1.52393629133268,0.399206109047533,1.52393629133268,0.399206109047533,346.532590419552,-348.455732819932,3,0,0.3,"False","good"
6546,1091,10,59033.9509196679,94349.8400341852,8639.44316550928,471749.200170926,8639.44316550928,165.967418443453,-480554.610754879,30,0,0,"False","med"
6547,1091,12,146233.382395965,189997.924451894,28456.8257722192,949989.622259471,28456.8257722192,193.883362247825,-978640.331393938,2,0,0.2,"False","med"
6548,1091,14,133864.66764662,103680.976238436,33499.0859177071,518404.881192179,33499.0859177071,285.852034873464,-552189.81914476,42,0.3,0.9,"False","med"
6549,1091,16,77989.6965869025,22423.6302053063,11679.0988383772,112118.151026531,11679.0988383772,165.967418443453,-123963.217283352,0,0,0,"False","med"
6550,1091,18,49072.2397162722,16989.2558625221,5265.88571994574,84946.2793126105,5265.88571994574,249.621114834673,-90461.7861473909,28,0.2,0.6,"False","med"
6551,1091,20,28417.8315945681,6815.44942816119,2470.02931865814,34077.2471408059,2470.02931865814,161.569468539854,-36708.8459280039,2,0,0.2,"False","med"
